PCA1,PCA2
0.5009108844399675,0.5244313367266754
-1.4584539316788598,3.1032339489237573
0.5253961807361703,0.8233546806892587
-0.3620193491123668,0.12802607718457476
1.2652684530564973,3.6659277482667405
-1.9957907919463946,0.664533703241088
1.1466250754980991,3.3474240096001147
-0.6947972351807626,0.06486821880515492
-1.2574882634813236,0.24836485852356643
-1.7458275876971083,0.4182476606922392
-1.1122977130962133,1.2435444485207945
-1.8535266079924038,0.7380767869678276
-2.3631822556291886,0.805615752272276
-1.9756474496468075,0.909616569882508
-1.6051091248347693,0.3053385065751878
-2.0799635558966076,1.350297609121236
-1.3459442062257136,0.15209021930475924
-1.5707067590673647,0.6631139468789958
-1.8114355845917316,-0.016213752388348743
-1.408883184631018,1.2145639773405847
-1.1091849758873593,0.45710233212318
-2.052174962735276,0.9828855668133943
-1.225592309684372,0.6926429655136952
-1.6615274195440406,0.3004442680260116
-2.7796041111013103,0.9046073186509513
-2.639259657977255,1.3181167425497955
-2.090591600228261,1.605975456408268
-2.4228314088990373,0.19638594407458923
-1.9618818270370422,1.0135598811515496
-1.5666335223521355,1.151557994055484
-0.9430177965267166,0.8564493710177973
-1.3982551402993648,0.9588861300535536
-2.967062772813695,1.5489797178457976
-2.056588085268398,1.3441061997742847
-2.0182306041374876,0.7995480012084552
-1.3897096246889389,1.0075778532401074
-2.2428644830082383,1.0229223963597298
-1.8059686822697685,1.1421661893173018
-1.9532667938177903,0.8531339629441855
-2.1385483767584383,0.5822413571210022
-1.4321299812883268,0.9331060542645745
-2.2720217093346196,0.31862075098788234
-0.5715779371979514,0.057748094209409837
-1.3767168626249993,1.0182950455872533
-0.7936017625690324,0.3087482834019281
-1.7070605133522831,1.0124145854480935
-1.7748220161321988,-0.250457214981088
-1.892002210475038,-0.10814270051246873
-1.8639093165566734,0.7549853886619253
-1.301617139063655,-0.048155947994277214
-2.6809766716396433,1.5459887038900761
-1.5437855765023687,0.8133712201937031
-1.9862754939784615,1.1652944171695396
-2.1815409346758377,1.5309551099782455
-2.4303572686410138,1.3440486934330937
-1.5666924873417842,-0.3177513830196854
-2.105609194206593,0.4791985442895656
-2.8055896352291887,0.883172933956659
-2.380750938117542,1.1205224231875
-1.6420967030325857,1.0660005471838232
-1.2388304075156948,0.9206950187594827
-2.386463176206888,0.20091172707478355
-1.923465189544057,0.39046999155667644
-1.569243575851805,1.1239322000142402
-2.6939694337035833,1.535271511542931
-1.5325013334213726,0.6020394049985389
-1.8180599098169816,0.937025783469089
-1.0908775567735702,-0.08782432199163069
-2.6483668222865147,0.6141835527269306
