PCA1,PCA2,Cluster
0.5009108844399517,0.5244313367266947,3
-1.4584539316788578,3.1032339489237573,4
0.5253961807361693,0.8233546806892577,3
-0.3620193491123666,0.1280260771845738,4
1.2652684530564955,3.665927748266741,2
-1.9957907919463924,0.6645337032410864,4
1.1466250754980971,3.3474240096001155,2
-0.6947972351807626,0.0648682188051544,4
-1.2574882634813225,0.2483648585235658,4
-1.745827587697106,0.418247660692237,4
-1.1122977130962122,1.2435444485207936,4
-1.853526607992401,0.7380767869678261,4
-2.363182255629185,0.805615752272276,4
-1.9756474496468053,0.9096165698825082,4
-1.605109124834767,0.3053385065751878,4
-2.079963555896605,1.350297609121235,4
-1.3459442062257116,0.152090219304759,4
-1.570706759067363,0.6631139468789954,4
-1.8114355845917285,-0.0162137523883492,4
-1.4088831846310164,1.214563977340584,4
-1.1091849758873578,0.4571023321231802,4
-2.052174962735273,0.982885566813393,4
-1.2255923096843706,0.6926429655136941,4
-1.6615274195440382,0.3004442680260115,4
-2.7796041111013063,0.904607318650949,4
-2.639259657977252,1.318116742549795,4
-2.090591600228258,1.605975456408266,4
-2.4228314088990337,0.1963859440745881,4
-1.96188182703704,1.0135598811515487,4
-1.5666335223521335,1.1515579940554828,4
-0.9430177965267152,0.856449371017797,4
-1.398255140299363,0.958886130053553,4
-2.967062772813692,1.548979717845796,4
-2.056588085268396,1.3441061997742838,4
-2.018230604137485,0.7995480012084536,4
-1.3897096246889369,1.007577853240107,4
-2.242864483008235,1.0229223963597285,4
-1.8059686822697665,1.1421661893173012,4
-1.953266793817788,0.8531339629441838,4
-2.138548376758435,0.5822413571210012,4
-1.4321299812883248,0.9331060542645736,4
-2.272021709334616,0.3186207509878817,4
-0.5715779371979504,0.0577480942094096,4
-1.3767168626249977,1.018295045587253,4
-0.7936017625690313,0.3087482834019278,4
-1.7070605133522805,1.0124145854480917,4
-1.774822016132196,-0.2504572149810881,4
-1.8920022104750347,-0.1081427005124687,4
-1.863909316556672,0.7549853886619233,4
-1.3016171390636533,-0.0481559479942777,4
-2.68097667163964,1.545988703890075,4
-1.5437855765023667,0.8133712201937033,4
-1.9862754939784584,1.165294417169539,4
-2.1815409346758345,1.5309551099782437,4
-2.43035726864101,1.3440486934330924,4
-1.5666924873417816,-0.3177513830196851,4
-2.10560919420659,0.4791985442895648,4
-2.8055896352291856,0.8831729339566569,4
-2.380750938117539,1.1205224231874995,4
-1.6420967030325833,1.066000547183822,4
-1.2388304075156933,0.9206950187594816,4
-2.386463176206884,0.2009117270747827,4
-1.9234651895440544,0.3904699915566757,4
-1.569243575851803,1.1239322000142395,4
-2.69396943370358,1.535271511542929,4
-1.5325013334213702,0.6020394049985389,4
-1.8180599098169792,0.937025783469088,4
-1.090877556773569,-0.0878243219916315,4
-2.6483668222865107,0.61418355272693,4
-1.932127366950963,0.2928981815400938,4
-1.972007187659508,0.4551698179997228,4
-1.600696002301644,-0.0558821263857029,4
-1.5124853953246382,0.2791617584260376,4
-1.370466547138031,0.591474087745711,4
-2.28809308468702,1.417591777159832,4
-1.3713680816547575,0.785897301246778,4
-1.7378921347412146,0.4093100346554178,4
-1.0200728343936252,0.5977230034338537,4
-2.729436131879002,1.336322515041667,4
-2.207057899014919,0.3722067127236119,4
-1.8134839893925647,0.6114019202067186,4
-1.2550894218286457,0.8380060002792259,4
-1.8427698896898472,0.1947496072578336,4
-1.410346367846576,0.7537457242053399,4
-1.0952906793066917,0.2733963109692592,4
-1.805594672531482,0.6157476113014059,4
-1.4588058280859375,0.544079535356932,4
-1.119601808372018,0.1507648316957946,4
-2.4169904968387868,0.8283473077643431,4
-1.4309831110042148,0.4999135951705729,4
-1.6860497604563576,0.7398281364669635,4
-2.818453723322224,0.5848064091865494,4
-2.065695249577655,0.6401730099514188,4
-2.011887008368053,0.6174414544593517,4
-1.032936922486664,0.2993564786637461,4
-2.0508652945598715,0.5852898774179136,4
-1.2115693391328035,0.2212876119368114,4
-1.4036039212696032,1.191283874394028,4
-2.547163453245565,0.9599446298858164,4
-1.7899918569678732,0.6540905976897953,4
-2.121551895588093,1.2905202380385536,4
-2.535072225698352,1.1650850357340294,4
-1.9160915766594224,1.274131966987756,4
-2.366856641536873,0.9368164020335784,4
-2.490779282456685,0.6415927663135099,4
-2.284452822699723,0.9631450252770468,4
-1.3618869076072142,0.9634119130537478,4
-1.69425539024889,-0.1585282668569685,4
-1.37957371144729,-0.1124591020771539,4
-1.3261394799759725,0.3912279204466741,4
-0.7797074659883653,0.1250422622480066,4
-2.456342792768889,1.3226143087388005,4
-1.8883029834980904,0.906719924679914,4
-0.8984795175176641,0.0941878560043436,4
-1.2796458866613556,0.9541437665986948,4
-1.8253298811723944,0.1674922687655717,4
-2.339969582892268,0.7638275732268035,4
-1.4496986637766784,1.2480127251797972,4
-1.202216839056161,0.6864515561667429,4
-2.2196176863509263,1.3043803194357386,4
-1.0017312913594458,0.3760424514405248,4
-2.3247066531465523,1.651835239752571,4
-1.239018046476242,-0.2609650258927246,4
-2.300055638263332,0.9248020388886574,4
-1.8513154053002727,0.1460578840712796,4
-1.439843479990851,0.8991087589708717,4
